Titles,Companies,Employment Modes,Currencies,Salaries,Closing Dates
"Business Development Intern (Full-time, 5 Days per Week)",Rongtong Global Investment Limited,"Full Time, Internship",HKD ($),300 per day,2024-08-26
paralegal,Chang Tsi & Partners Intellectual Property (HK) Limited,"Full Time, Graduate",HKD ($),12K - 20K per month,2024-08-28
Part Time HR Assistant (Causeway Bay),Match Personnel Consultancy,"Part Time, Internship",HKD ($),Negotiable,2024-08-28
Research Assistant (Job ID: 10078),The Hong Kong University of Science & Technology-Human Resources Office,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Crypto Analyst,FAMOUS RAISE LTD,"Part Time, Graduate",HKD ($),100 - 300 per hour,2024-08-28
Junior Graphic Designer,PICTO HONG KONG LIMITED,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-08-28
Customer Services Officer,The Clearwater Bay Golf & Country Club,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Assistant Communications Officer,The Clearwater Bay Golf & Country Club,"Full Time, Graduate",HKD ($),17K - 20K per month,2024-08-28
Customer Service Representative (Delivery Platform Team),GOGO TECH LIMITED,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Assistant Accounting Officer,Midland Realty (Strategic) Limited,"Full Time, Graduate",HKD ($),17K - 20K per month,2024-08-28
Sales & Project Manager,Prospera International Technology Limited,"Full Time, Graduate",HKD ($),22K - 38K per month,2024-08-28
SEN Learning Support Instructor Trainee (English) (Full time) and 特殊學習需要學習支援導師(英文) (全職),Boaz International Education Institute Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-08-27
Full Stack Developer,Sky Cover Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Solution Sales Executive,Sky Cover Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Quality Assurance Developer,Sky Cover Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Back-end Developer,Sky Cover Technology Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-08-28
Front-end Developer,Sky Cover Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
IT Operator,Sky Cover Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
UI/UX Developer,Sky Cover Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Quality Assurance Developer,Prospera International Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Full Stack Developer,Prospera International Technology Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-08-28
IT Operator,Bull.B Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Computer Operator,Prospera International Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Blockchain Developer,Prospera International Technology Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-08-28
Back-end Developer,Prospera International Technology Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-08-28
UI/UX Developer,Prospera International Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Sales Engineer and Project Manager,Bull.B Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Full Stack Developer,Bull.B Technology Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-08-28
Associate Sales & Project Manager,Bull.B Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Quality Assurance Engineer,Bull.B Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Blockchain Developer,Bull.B Technology Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-08-28
Back-end Developer,Bull.B Technology Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-08-28
Front-end Developer,Bull.B Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Marketing Officer,"James Rice Contracting Co., Ltd.","Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Assistant Quantity Surveyor,"James Rice Contracting Co., Ltd.","Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Assistant Project Manager,"James Rice Contracting Co., Ltd.","Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Project Trainee (part-time),Omnichat Limited,"Part Time, Internship",HKD ($),70 - 80 per hour,2024-08-27
SEN Learning Support Instructor Trainee ( Chinese) (Full time) and 特殊學習需要學習支援導師(中文) (全職),Boaz International Education Institute Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-08-27
補習社客戶服務員(5天工作),Total Wise Limited,"Full Time, Graduate",HKD ($),16K - 16.8K per month,2024-08-26
Web Developer,HKER SYSTEMS LIMITED,"Part Time, Temporary",HKD ($),55 - 65 per hour,2024-08-27
Customer Service Officer (Admin Support),GOGO TECH LIMITED,"Full Time, Graduate",HKD ($),Negotiable,2024-08-26
IT Intern (University Student welcome),Media Publishing Limited,"Part Time, Temporary",HKD ($),Negotiable,2024-08-27
Full Stack Developer,Media Publishing Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-27
Structural Engineering Assistant,Prairie (Asia) Limited,"Full Time, Graduate",HKD ($),20K - 24K per month,2024-08-27
Assistant Data Analyst,Simatelex Manufactory Company Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-27
全職補習社高中生物導師,Total Wise Limited,"Full Time, Graduate",HKD ($),23K - 26K per month,2024-08-26
"Administrative Assistant (Intellectual Property, Japanese speaking) - Work from home option",Emily Yip & Co Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-08-26
Technical Assistant (Patent) Work From Home Option,Emily Yip & Co Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-08-26
Huawei Hong Kong Research Center 2024 Post-Doc Graduate Program – Researcher/Research Intern,"Huawei Tech. Investment Co., Limited","Full Time, Graduate",HKD ($),40K - 70K per month,2024-08-27
全職補習社高中英文導師,Total Wise Limited,"Full Time, Graduate",HKD ($),30K - 32K per month,2024-08-26
[急聘]補習社初中學導師(6天工作),Total Wise Limited,"Full Time, Graduate",HKD ($),22K - 24K per month,2024-08-26
[急聘]補習社中小學導師(6天工作),Total Wise Limited,"Full Time, Graduate",HKD ($),20K - 21.5K per month,2024-08-26
Huawei Hong Kong Research Center 2025 Graduate Program –Software Engineer/Intern,"Huawei Tech. Investment Co., Limited","Full Time, Internship",HKD ($),20K - 50K per month,2024-08-27
Secretary (Work From Home Option),Emily Yip & Co Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-08-26
Huawei Hong Kong Research Center 2024 Graduate Program –Digital Design & Verification Engineer,"Huawei Tech. Investment Co., Limited","Full Time, Graduate",HKD ($),25K - 60K per month,2024-08-27
Secretary,Emily Yip & Co Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-08-26
Technical Assistant (Patent),Emily Yip & Co Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-08-26
"Administrative Assistant (Intellectual Property, Japanese speaking)",Emily Yip & Co Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-08-26
Editor/Project Editor - CLT Editorial (Supplementary),Oxford University Press (China) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-27
Editor / Assistant Editor (Physics / Biology / Science),Oxford University Press (China) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-27
Business Development Intern (Fluent Korean Speaker),CASETAGRAM LIMITED,"Full Time, Internship",HKD ($),60 - 80 per hour,2024-08-27
Marketing Intern (Korea),CASETAGRAM LIMITED,"Full Time, Internship",HKD ($),60 - 80 per hour,2024-08-27
"Business Analyst, Commercial Excellence",Cathay Pacific Catering Services (HK) Limited,"Full Time, Graduate",HKD ($),25K - 40K per month,2024-08-27
2025 Hong Kong Arts Festival – Outreach Internship Programme,Hong Kong Arts Festival Society Ltd,"Part Time, Internship",HKD ($),1 - 100 per day,2024-08-27
Channel Account Manager,Synergy Computers & Communications Ltd.,"Full Time, Graduate",HKD ($),12K - 30K per month,2024-08-26
Network Engineer,Synergy Computers & Communications Ltd.,"Full Time, Graduate",HKD ($),16K - 22K per month,2024-08-26
Training Specialist,Midland Realty (Strategic) Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-08-25
Assistant Project Officer (Surveying),Midland Realty (Strategic) Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-08-25
Interns,C.W. Fan & Co. Limited,"Full Time, Internship",HKD ($),9.5K - 10K per month,2024-08-25
Technical Officer,Pypun Engineering Consultants Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-25
Administration staff / Program Coordinator,Phonics Plus Limited,"Full Time, Graduate",HKD ($),16K - 22K per month,2024-08-25
Legal Case Specialist,Wang Jia Group Inc.,"Full Time, Graduate",HKD ($),13K - 25K per month,2024-08-25
"Business Analyst, Commercial Excellence",Cathay Pacific Catering Services (HK) Limited,"Full Time, Graduate",HKD ($),25K - 40K per month,2024-08-27
2025 Hong Kong Arts Festival – Outreach Internship Programme,Hong Kong Arts Festival Society Ltd,"Part Time, Internship",HKD ($),1 - 100 per day,2024-08-27
Channel Account Manager,Synergy Computers & Communications Ltd.,"Full Time, Graduate",HKD ($),12K - 30K per month,2024-08-26
Network Engineer,Synergy Computers & Communications Ltd.,"Full Time, Graduate",HKD ($),16K - 22K per month,2024-08-26
Training Specialist,Midland Realty (Strategic) Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-08-25
Assistant Project Officer (Surveying),Midland Realty (Strategic) Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-08-25
Interns,C.W. Fan & Co. Limited,"Full Time, Internship",HKD ($),9.5K - 10K per month,2024-08-25
Technical Officer,Pypun Engineering Consultants Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-25
Administration staff / Program Coordinator,Phonics Plus Limited,"Full Time, Graduate",HKD ($),16K - 22K per month,2024-08-25
Legal Case Specialist,Wang Jia Group Inc.,"Full Time, Graduate",HKD ($),13K - 25K per month,2024-08-25
